date,number,title,url,desc,guests
2010-06-04,56,Is Dave Foley Here?,http://www.earwolf.com/episode/is-dave-foley-here/,"While Scott always gets interesting guests on the show, Comedy Bang Bang gets its first television mega-star in the Cake Boss himself, Buddy Valastro. He, along with David Higgins, wait patiently for Dave Foley to show up (spoiler alert: he doesn’t) by talking about David’s career, how Buddy got into cakes, and playing the first ever game of Fortunately, Unfortunately.","David Anthony Higgins, Paul F. Tompkins"
2010-06-11,57,"A Buttery, Juicy Episode",http://www.earwolf.com/episode/a-buttery-juicy-episode/,"Two first time guests join us on this episode of Comedy Bang Bang: The Podcast. The co-host is none other than Mr. Show alumni Brian Posehn. The other, noted food critic Merrill Shindler, sits down to talk about some of his favorite places to eat around Los Angeles. Both of these guys are such long-time friends of Scott’s that they are actually able to go back in time to one of the darker days of Scott’s life.","Brian Posehn, James Adomian"
2010-06-19,58,I Want It That Way,http://www.earwolf.com/episode/i-want-it-that-way/,"You’ve heard Steel Panther on Comedy Bang Bang: The Podcast before, but isn’t it always better to get heavy metal PLUS conversation from the people making it? And if you’re going to have someone proctor a conversation with such eloquent and articulate people as heavy metal musicians, it should be someone who can shred a little himself. Someone like, say, Rob Huebel? Done!","Rob Huebel,  Steel Panther"
2010-06-25,59,Free Subarus for Moms!,http://www.earwolf.com/episode/free-subarus-for-moms/,"Important Message: We here at Comedy Bang Bang: The Podcast are giving Todd Glass’ mother a new car! For free! As long as her credit is good! And it’s only for lease! And…we cannot guarantee she’ll get the car! Also, on an unrelated topic, if anyone see’s a German pretzel maker near the Hollywood sign, tell him that there is something to live for and that hell isn’t nearly as great as it seems. Oh, and Paul F. Tompkins!","Andy Daly, Paul F. Tompkins, Todd Glass"
2010-07-03,60,Now Hiring Interns!,http://www.earwolf.com/episode/now-hiring-interns/,"Dreams DO come true, nerds, and even the notorious grump Scott Aukerman has a heart sometimes. Why else would he let clearly obnoxious, secretly horny tween Marissa Wompler try her hand at being an intern. Unfortunately, sometimes your dreams will also get crushed, like when you hope and pray that Brendon Walsh will stop doing his Flavio character. Donald Glover just might be the only 100% charming part of this episode, but he’s definitely not the only funny part.","Donald Glover, Brendon Walsh, Jessica St. Clair"
2010-07-09,61,Palin 2012,http://www.earwolf.com/episode/palin-2012/,"Did you know that Jimmy Pardo voted for Sarah Palin? Well, just make sure you don’t tell Sarah, it would crush her! Also, did you know that someone is capable of being offended by the super funny Rory Scovel? Well, you can hear just how he did it this week on Comedy Bang Bang.","Jimmy Pardo, Rory Scovel"
2010-07-16,62,Serious or Sarcastic?,http://www.earwolf.com/episode/serious-or-sarcastic/,"What a great episode! Now tell me, am I being serious, or sarcastic? The boys from Don’t Stop or We’ll Die stop by for some crazy mad jams, and Andy Richter makes his first appearance since that whole….kerfuffle he was involved with. Plus, Scott gets a lesson from a legendary podcaster, the host of Humor Laser Beam Radio, Bennett Stephens.","Andy Richter, Paul F. Tompkins,  Don't Stop Or We'll Die, Matt Besser"
2010-07-23,63,Harry’s World: Mad Men,http://www.earwolf.com/episode/harrys-world-mad-men/,"Matt (pronounced “wee-ner”) Weiner likes to keep all the secrets of Mad Men close to the vest…so let’s all not tell him about this episode, okay? I mean, can you imagine how angry he’d be if he knew we knew about *CENSORED* and *CENSORED* and don’t you DARE tell him that Jon Hamm and Rich Sommer mentioned *CENSORED*. Fortunately, before they could spill TOO many secrets, Jerald “T-Bones” Tibbons comes in to talk about some controversial issues like teabagging and Green Acres. Don’t miss this glimpse into Don Draper’s private life and feelings about artificial sugar.","Jon Hamm, Rich Sommer, David Koechner"
2010-07-30,64,Harrison Ford Approved,http://www.earwolf.com/episode/harrison-ford-approved/,"Well, we got a couple a ladies on the show today. They talk about their boyfriends, and hanging out, and showing each other their buttholes, and their hit TV shows, and what Harrison Ford thinks of their work, and other stuff that girls blabber on and on about. Repeat guest Merrill Shindler comes in to talk about the food he enjoys in LA and to tell us a bit about what you can expect when going to his house. All of this plus a big announcement regarding Earwolf (whatever that is)!","Sarah Silverman, Mary Lynn Rajskub, James Adomian"
2010-08-05,65,Welcome to Earwolf!,http://www.earwolf.com/episode/welcome-to-earwolf/,"This week Comedy Bang Bang: The Podcast switched studios and I know what you  guys are thinking: 1) Will we still get topical material about the world today, and 2) Will our favorite guests still find a way into the studio? Well, you’ll be excited to hear Scott and the Sklar’s discuss Fantastic Four, the band Boston, the movie Outbreak, and other top  topics you’ve been dying to hear a comedic take on. Plus, Scott’s  ex-step father Bob Ducca finds the studio and let’s us in on one of the  fascinating parts of his past, as well as the problems he’s having with  his neck and his morning journals about his family. And don’t worry  about being a sports fan, any and all can enjoy The SklarBro Country podcast, assuming you are an orphan.","Jason Sklar, Randy Sklar, Seth Morris"
2010-08-12,66,Where Do Babies Come From?,http://www.earwolf.com/episode/where-do-babies-come-from/,"Well, I guess it was time that someone had “the talk” with Comedy Bang Bang: The Podcast. It seems appropriate that it would be comedy legend Bob Odenkirk. Bob and Scott talk about the birds and the bees and the history of TV’s and myths and legends regarding the band U2 and all the other questions a pre-pubescent comedy podcast might have. Comedy legend Bob Odenkirk talks a bit about his show Breaking Bad Kids on Naughty Nick and Scott helps comedy legend Bob Odenkirk out with his upcoming concept album “Motown Bus Through Middle Eearth”. When an unexpected and unwelcome guest shows up, Scott really has to learn the meaning of “host”, with a helpful acronym from comedy legend Bob Odenkirk. This cliffhanger episode truly will leave you hanging…on a cliff.",Bob Odenkirk
2010-08-16,66.5,Cool Whip Play Challenge,http://www.earwolf.com/episode/cool-whip-play-challenge/,"And now, the exciting conclusion of EPISODE 66! Scott, Brett, and Bob try working out their differences and trying to heal the past with a performance of a touching recreation of past events. I won’t spoil how it ends, but I will tell you that they have time for a round of Would You Rather and the plugs you have been waiting patiently for since last week.","Bob Odenkirk, Brett Gelman"
2010-08-19,67,What Happens In Vegas,http://www.earwolf.com/episode/what-happens-in-vegas/,"Rob Corddry and Lake Bell take a break from rehearsing the movie What Happens In Las Vegas, Nevada STAYS in Las Vegas, Nevada (which I believe is some sort of Japanese shadow puppet theatre) to talk to Scott about their Adult Swim series Children’s Hospital. Fan Favorite Buddy “Cake Boss” Valastro makes his second appearance and talks about building a cake to take into the afterlife. After a bit of other-world communication, the gang launches into a game of Would You Rather and a great round of plugs with a great plugs theme song (but please don’t fast-forward straight to it).","Rob Corddry, Lake Bell, Paul F. Tompkins"
2010-08-26,68,Live from LA it’s Comedy Bang Bang!,http://www.earwolf.com/episode/live-from-la-its-comedy-bang-bang/,"Sometimes Comedy Bang Bang gets serious, and today is the case when Scott finally breaks down the all-important question on everyone’s mind: What is Fred Armisen’s ethnic makeup? Buuut seriously folks, Scott and Fred discuss the aspects of Saturday Night Live (or Sanightli as most people know it) that nerds out there want to know, from what it’s like to be a newcomer to just how Bill Hader perfects those impressions. After a quick music break by Trainwreck, Howard Kremer teaches us how to have a summah and Fred Armisen announces his and Carrie Brownstein’s upcoming program Portlandia. Would You Rather, Plugs, music, comedy, and other things, what more could you want???","Fred Armisen, Howard Kremer,  Trainwreck"
2010-09-01,69,I Am Not Food,http://www.earwolf.com/episode/i-am-not-food/,"LIL’ GARY IS BACK! If I may say so myself, this is the closest he’s ever gotten to pronouncing a word correctly. Loch and Key serve as the house band for this episode, which brings back Kumail Nanjiani for his second appearance. Lil’ Gary talks about raising awareness for burn wards, Kumail talks about his wedding, Loch and Key talk about the genre classification of their music, Scott gives an Entourage re-cap, and What Am I Thinking? makes an appearance for the first time in a while. Enjoy!","Kumail Nanjiani,  Loch and Key, Thomas Lennon"
2010-09-08,70,Rock ‘n Roll Dreams,http://www.earwolf.com/episode/rock-n-roll-dreams/,"They say all musicians secretly want to be comedians, but today’s guests do not seem to keep any secret of their comedic leanings. Aimee Mann, Ted Leo, and Jon Wurster all have serious comedy cred, between touring with Paul F. Tompkins, making music videos with Paul F. Tompkins, and performing on radio shows with Paul F. Tompkins. Speaking of Paul F. Tompkins, artist Mr. Brainwash makes his first appearance to discuss making art (and science) for the people. Listen to musicians doing what they do best (critiquing music), and what they do worst (short-form improv), and french artists doing what they do best (pronouncing the word “mustard”) and what they do worst (pronouncing the word “mustard”).","Aimee Mann, Jon Wurster, Paul F. Tompkins, Ted Leo"
2010-09-15,71,Comedy Death Scott,http://www.earwolf.com/episode/comedy-death-scott/,"What a busy episode! Scott is joined by the ENTIRE cast of FX’s “The League.” That’s right, both Paul Scheer AND Nick Kroll! Before Nick gets to the studio, El Chupacabra joins a particularly wheezy Scott to talk about his father, show off his impressive foley work, and take a call from a New York City firefighter. The last portion of the show involves actor J. Montgomery Scott and his illegitimate Hispanic child, Paul Scheer’s mumblecore film based on Family Circus, Nick Kroll’s pun-blecore film Long Story Short, Howard Stern’s penis, several barn-yard animals, and more indescribable hilarity. Listen to this episode, buy The League on DVD, watch the second season premiere, and then kill yourself.","Nick Kroll, Paul Scheer"
2010-09-22,72,History in the Making,http://www.earwolf.com/episode/history-in-the-making/,"Have you been waiting to hear Huell Howser explain Inception? Had you not even thought about how great that would be and are now super excited to listen to this episode? Well, don’t “pull a plugs” and fast-forward straight to that, because you’ll miss appearances by Janeane Garafalo and Andy Dick. Andy gives us some saucy Hollywood stories, while Scott gives Janeane some advice for her upcoming show Criminal Minds Miami. Paul Giamatti very graciously comes by and humbly discusses his career, and Huell Howser ponders whether or not wolves can hear. Super fans will enjoy this rare glimpse into who Scott was in the 90’s when he first met Janeane.","Andy Dick, Janeane Garofalo, James Adomian"
